ID,PERGUNTAS,RESPOSTAS,CLASSES,AUTORES,COMENTARIOS
,De que forma se dá o funcionamento?,"O algoritmo cria combinações de árvores de decisão utilizando o método de bagging, sendo assim uma floresta de modo aleatório. ",definicao,,
,Como é a execução do algoritmo?,"O algoritmo cria combinações de árvores de decisão utilizando o método de bagging, sendo assim uma floresta de modo aleatório. ",definicao,,
,Qual a vantagem do algoritmo?,"Pode-se utilizar o mesmo para tarefas de regressão e classificação, os quais estão presentes na grande maioria dos sistemas de aprendizagem de máquina atualmente. ",definicao,,
,Que vantagem o algoritmo traz?,"Pode-se utilizar o mesmo para tarefas de regressão e classificação, os quais estão presentes na grande maioria dos sistemas de aprendizagem de máquina atualmente. ",definicao,,
,Por que é vantajoso o uso?,"Pode-se utilizar o mesmo para tarefas de regressão e classificação, os quais estão presentes na grande maioria dos sistemas de aprendizagem de máquina atualmente. ",definicao,,
,Qual é o ponto forte de usá-lo?,"Pode-se utilizar o mesmo para tarefas de regressão e classificação, os quais estão presentes na grande maioria dos sistemas de aprendizagem de máquina atualmente. ",definicao,,
,Qual o benefício que ele apresenta?,"Pode-se utilizar o mesmo para tarefas de regressão e classificação, os quais estão presentes na grande maioria dos sistemas de aprendizagem de máquina atualmente. ",definicao,,
,Quais os hiperparâmetros do algoritmo?,Os mesmos que de uma árvore de decisão e os de um classificador de bagging que controlam as combinações das árvores. ,hiperparametro,,
,O algoritmo tem quais hiperparâmetros?,Os mesmos que de uma árvore de decisão e os de um classificador de bagging que controlam as combinações das árvores. ,hiperparametro,,
,Qual a hiper-parametrização do algoritmo?,Os mesmos que de uma árvore de decisão e os de um classificador de bagging que controlam as combinações das árvores. ,hiperparametro,,
,Quais os principais hiperparâmetros do algoritmo?,Os mesmos que de uma árvore de decisão e os de um classificador de bagging que controlam as combinações das árvores. ,hiperparametro,,
,"a respeito de hiperparâmetros, quais são os que o algoritmo apresenta?",Os mesmos que de uma árvore de decisão e os de um classificador de bagging que controlam as combinações das árvores. ,hiperparametro,,
,Qual a analogia do algoritmo com a vida real?,Uma pergunta para um conhecido sobre restaurantes e o conhecido o pergunta quais ele já foi e se foram bons ou não. De acordo com as respostas  o conhecido dá sugestões para o amigo.,aplicacao,,
,Qual aplicação com a vida real o algoritmo dá?,Uma pergunta para um conhecido sobre restaurantes e o conhecido o pergunta quais ele já foi e se foram bons ou não. De acordo com as respostas  o conhecido dá sugestões para o amigo.,aplicacao,,
,Exemplo de um caso real com o funcionamento do algoritmo.,Uma pergunta para um conhecido sobre restaurantes e o conhecido o pergunta quais ele já foi e se foram bons ou não. De acordo com as respostas  o conhecido dá sugestões para o amigo.,aplicacao,,
,Cite uma analogia do algoritmo com a vida real.,Uma pergunta para um conhecido sobre restaurantes e o conhecido o pergunta quais ele já foi e se foram bons ou não. De acordo com as respostas  o conhecido dá sugestões para o amigo.,aplicacao,,
,Cite um exemplo na vida real que tenha a ver com o algoritmo.,Uma pergunta para um conhecido sobre restaurantes e o conhecido o pergunta quais ele já foi e se foram bons ou não. De acordo com as respostas  o conhecido dá sugestões para o amigo.,aplicacao,,
,Quais os principais hiperparâmetros para aumentar o poder preditivo?,n_estimators max_features e min_sample_leaf.,hiperparametroPreditivo,,
,Para aumentar o poder preditivo são utilizados quais hiperparâmetros?,n_estimators max_features e min_sample_leaf.,hiperparametroPreditivo,,
,O aumento do poder preditivo se dá por quais hiperparâmetros?,n_estimators max_features e min_sample_leaf.,hiperparametroPreditivo,,
,Cite os principais hiperparâmetros que aumentam o poder preditivo.,n_estimators max_features e min_sample_leaf.,hiperparametroPreditivo,,
,Para o aumento do poder preditivo é feito uso de quais hiperparâmetros?,n_estimators max_features e min_sample_leaf.,hiperparametroPreditivo,,
,O que é o n_estimators?,Faz a indicação do número de árvores construídas pelo algoritmo antes de tomar uma votação ou fazer uma média de predições.,hiperparametroPreditivo,,
,O que é o hiperparâmetro n_estimators?,Faz a indicação do número de árvores construídas pelo algoritmo antes de tomar uma votação ou fazer uma média de predições.,hiperparametroPreditivo,,
,Para que serve o n_estimators?,Faz a indicação do número de árvores construídas pelo algoritmo antes de tomar uma votação ou fazer uma média de predições.,hiperparametroPreditivo,,
,O n_estimators tem qual uso?,Faz a indicação do número de árvores construídas pelo algoritmo antes de tomar uma votação ou fazer uma média de predições.,hiperparametroPreditivo,,
,Qual o objetivo do n_estimators?,Faz a indicação do número de árvores construídas pelo algoritmo antes de tomar uma votação ou fazer uma média de predições.,hiperparametroPreditivo,,
,O que é o max_features?,Faz a indicação do número máximo de características a serem utilizadas pelo Floresta aleatória na construção de uma dada árvore.,hiperparametroPreditivo,,
,O que é o hiperparâmetro max_features?,Faz a indicação do número máximo de características a serem utilizadas pelo Floresta aleatória na construção de uma dada árvore.,hiperparametroPreditivo,,
,Para que serve o max_features?,Faz a indicação do número máximo de características a serem utilizadas pelo Floresta aleatória na construção de uma dada árvore.,hiperparametroPreditivo,,
,O max_features tem qual uso?,Faz a indicação do número máximo de características a serem utilizadas pelo Floresta aleatória na construção de uma dada árvore.,hiperparametroPreditivo,,
,Qual o objetivo do max_features?,Faz a indicação do número máximo de características a serem utilizadas pelo Floresta aleatória na construção de uma dada árvore.,hiperparametroPreditivo,,
,O que é o min_sample_leaf?,Faz a indicação do número mínimo de folhas que devem existir em uma dada árvore.,hiperparametroPreditivo,,
,O que é o hiperparâmetro min_sample_leaf?,Faz a indicação do número mínimo de folhas que devem existir em uma dada árvore.,hiperparametroPreditivo,,
,Para que serve o min_sample_leaf?,Faz a indicação do número mínimo de folhas que devem existir em uma dada árvore.,hiperparametroPreditivo,,
,O min_sample_leaf tem qual uso?,Faz a indicação do número mínimo de folhas que devem existir em uma dada árvore.,hiperparametroPreditivo,,
,Qual o objetivo do min_sample_leaf?,Faz a indicação do número mínimo de folhas que devem existir em uma dada árvore.,hiperparametroPreditivo,,
,Quais as desvantagens do algoritmo?,Uma grande quantidade de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. O algoritmo é rápido para treinar mas muito lento para fazer predições depois de treinado.,definicao,,
,Quais desvantagens o algoritmo traz?,Uma grande quantidade de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. O algoritmo é rápido para treinar mas muito lento para fazer predições depois de treinado.,definicao,,
,Qual o revés de se utilizar o algoritmo?,Uma grande quantidade de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. O algoritmo é rápido para treinar mas muito lento para fazer predições depois de treinado.,definicao,,
,O que diverge das vantagens no algoritmo?,Uma grande quantidade de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. O algoritmo é rápido para treinar mas muito lento para fazer predições depois de treinado.,definicao,,
,Cite desvantagens do algoritmo.,Uma grande quantidade de árvores pode tornar o algoritmo lento e ineficiente para predições em tempo real. O algoritmo é rápido para treinar mas muito lento para fazer predições depois de treinado.,definicao,,
,Quais as aplicações do algoritmo?,Setor bancário mercado financeiro medicina e comércio eletrônico.,aplicacao,,
,Qual uso real do algoritmo?,Setor bancário mercado financeiro medicina e comércio eletrônico.,aplicacao,,
,O algoritmo pode ser utilizado em quais aplicações?,Setor bancário mercado financeiro medicina e comércio eletrônico.,aplicacao,,
,Quais áreas o algoritmo é utilizado?,Setor bancário mercado financeiro medicina e comércio eletrônico.,aplicacao,,
,Em quais áreas pode-se utilizar o algoritmo?,Setor bancário mercado financeiro medicina e comércio eletrônico.,aplicacao,,
,Qual a diferença para uma árvore de decisão?,Árvores de decisão profundas podem sofrer de sobreajuste (overfitting) enquanto o random forest evita o sobreajuste na maioria dos casos pois trabalha com subconjuntos aleatórios das características e constrói árvores menores a partir de tais subconjuntos.,definicao,,
,No que diverge com uma árvore de decisão?,Árvores de decisão profundas podem sofrer de sobreajuste (overfitting) enquanto o random forest evita o sobreajuste na maioria dos casos pois trabalha com subconjuntos aleatórios das características e constrói árvores menores a partir de tais subconjuntos.,definicao,,
,"Em relação a uma árvore de decisão, quais as diferenças?",Árvores de decisão profundas podem sofrer de sobreajuste (overfitting) enquanto o random forest evita o sobreajuste na maioria dos casos pois trabalha com subconjuntos aleatórios das características e constrói árvores menores a partir de tais subconjuntos.,definicao,,
,a árvore de decisão tem quais diferenças em relação ao algoritmo?,Árvores de decisão profundas podem sofrer de sobreajuste (overfitting) enquanto o random forest evita o sobreajuste na maioria dos casos pois trabalha com subconjuntos aleatórios das características e constrói árvores menores a partir de tais subconjuntos.,definicao,,
,Cite as diferenças com uma árvore de decisão.,Árvores de decisão profundas podem sofrer de sobreajuste (overfitting) enquanto o random forest evita o sobreajuste na maioria dos casos pois trabalha com subconjuntos aleatórios das características e constrói árvores menores a partir de tais subconjuntos.,definicao,,
,Quais os principais hiperparâmetros para aumentar a velocidade do modelo?,n_jobs random_state e oob_score.,hiperparametroVelocidade,,
,Para aumentar velocidade do modelo são utilizados quais hiperparâmetros?,n_jobs random_state e oob_score.,hiperparametroVelocidade,,
,O aumento da velocidade do modelo se dá por quais hiperparâmetros?,n_jobs random_state e oob_score.,hiperparametroVelocidade,,
,Cite os principais hiperparâmetros que aumentam a velocidade do modelo.,n_jobs random_state e oob_score.,hiperparametroVelocidade,,
,Para o aumento da velocidade do modelo é feito uso de quais hiperparâmetros?,n_jobs random_state e oob_score.,hiperparametroVelocidade,,
,O que é o n_jobs?,Informa quantos processadores o algoritmo pode utilizar.,hiperparametroVelocidade,,
,O que é o hiperparâmetro n_jobs?,Informa quantos processadores o algoritmo pode utilizar.,hiperparametroVelocidade,,
,Para que serve o n_jobs?,Informa quantos processadores o algoritmo pode utilizar.,hiperparametroVelocidade,,
,O n_jobs tem qual uso?,Informa quantos processadores o algoritmo pode utilizar.,hiperparametroVelocidade,,
,Qual o objetivo do n_jobs?,Informa quantos processadores o algoritmo pode utilizar.,hiperparametroVelocidade,,
,O que é o random_state?,Torna o resultado do modelo replicável.,hiperparametroVelocidade,,
,O que é o hiperparâmetro random_state?,Torna o resultado do modelo replicável.,hiperparametroVelocidade,,
,Para que serve o random_state?,Torna o resultado do modelo replicável.,hiperparametroVelocidade,,
,O random_state tem qual uso?,Torna o resultado do modelo replicável.,hiperparametroVelocidade,,
,Qual o objetivo do random_state?,Torna o resultado do modelo replicável.,hiperparametroVelocidade,,
,O que é o oob_score?,É um método de validação cruzada para floresta aleatória. Neste tipo deamostragem (sampling) cerca de um terço dos dados não é utilizado no treinamento e pode ser utilizado para avaliar a performance. ,hiperparametroVelocidade,,
,O que é o hiperparâmetro oob_score?,É um método de validação cruzada para floresta aleatória. Neste tipo deamostragem (sampling) cerca de um terço dos dados não é utilizado no treinamento e pode ser utilizado para avaliar a performance. ,hiperparametroVelocidade,,
,Para que serve o oob_score?,É um método de validação cruzada para floresta aleatória. Neste tipo deamostragem (sampling) cerca de um terço dos dados não é utilizado no treinamento e pode ser utilizado para avaliar a performance. ,hiperparametroVelocidade,,
,O oob_score tem qual uso?,É um método de validação cruzada para floresta aleatória. Neste tipo deamostragem (sampling) cerca de um terço dos dados não é utilizado no treinamento e pode ser utilizado para avaliar a performance. ,hiperparametroVelocidade,,
,Qual o objetivo do oob_score?,É um método de validação cruzada para floresta aleatória. Neste tipo deamostragem (sampling) cerca de um terço dos dados não é utilizado no treinamento e pode ser utilizado para avaliar a performance. ,hiperparametroVelocidade,,
,Em qual etapa do processo de modelo é recomendado utilizar o algoritmo?,No começo para se ter noção da performance.,aplicacao,,
,O algoritmo tem como recomendação ser utilizado em qual etapa do processo?,No começo para se ter noção da performance.,aplicacao,,
,Qual a melhor etapa no processo para se utilizar o algoritmo?,No começo para se ter noção da performance.,aplicacao,,
,Em que etapa se utiliza o algoritmo no processo de modelo?,No começo para se ter noção da performance.,aplicacao,,
,Qual etapa se dá o uso do algoritmo no processo de modelo?,No começo para se ter noção da performance.,aplicacao,,
,Por que o algoritmo utiliza aleatoriedade extra quando está criando árvores?,"Para criar maior diversidade, o que pode levar a geração de modelos melhores.",definicao,,
,a aleatoriedade extra se dá por qual razão?,"Para criar maior diversidade, o que pode levar a geração de modelos melhores.",definicao,,
,O algoritmo utiliza aleatoriedade extra durante a criação. Por quê?,"Para criar maior diversidade, o que pode levar a geração de modelos melhores.",definicao,,
,Durante a criação de árvores é utilizado aleatoriedade extra. Por qual razão?,"Para criar maior diversidade, o que pode levar a geração de modelos melhores.",definicao,,
,Cite o motivo de o algoritmo utilizar aleatoriedade extra durante a criação de árvores.,"Para criar maior diversidade, o que pode levar a geração de modelos melhores.",definicao,,
,Qual objetivo do bagging?,O bagging tem como objetivo aumentar o resultado geral através de combinações dos modelos.,definicao,,
,O bagging tem qual objetivo?,O bagging tem como objetivo aumentar o resultado geral através de combinações dos modelos.,definicao,,
,Qual o principal objetivo do bagging?,O bagging tem como objetivo aumentar o resultado geral através de combinações dos modelos.,definicao,,
,Cite o objetivo do bagging.,O bagging tem como objetivo aumentar o resultado geral através de combinações dos modelos.,definicao,,
,O bagging apresenta qual objetivo?,O bagging tem como objetivo aumentar o resultado geral através de combinações dos modelos.,definicao,,
,O algoritmo é fácil de utilizar?,É muito fácil de se utilizar e apresenta grande flexibilidade.,definicao,,
,É fácil de se usar o algoritmo?,É muito fácil de se utilizar e apresenta grande flexibilidade.,definicao,,
,O uso do algoritmo se dá de maneira fácil?,É muito fácil de se utilizar e apresenta grande flexibilidade.,definicao,,
,a utilização do algoritmo é fácil?,É muito fácil de se utilizar e apresenta grande flexibilidade.,definicao,,
,O quão fácil é fazer o uso do algoritmo?,É muito fácil de se utilizar e apresenta grande flexibilidade.,definicao,,
,,,,,
,Por que o random forest é poderoso do que uma árvore de decisão comum?,"O random forest gera várias árvores de decisão, cada uma com uma particularidade e combina o resultado da classificação de todos eles. 
Fazendo com que o random forest seja um algoritmo mais poderoso que um algoritmo de Decision Tree.",conceito,Andressa e Marina,
,Por qual motivo o algoritmo Floresta aleatória é mais potente que uma árvore de decisão comum?,"O random forest gera várias árvores de decisão, cada uma com uma particularidade e combina o resultado da classificação de todos eles. 
Fazendo com que o random forest seja um algoritmo mais poderoso que um algoritmo de Decision Tree.",conceito,,
,Por que o random forest é poderoso do que uma Decision Tree?,"O random forest gera várias árvores de decisão, cada uma com uma particularidade e combina o resultado da classificação de todos eles. 
Fazendo com que o random forest seja um algoritmo mais poderoso que um algoritmo de Decision Tree.",conceito,,
,Por que o random forest é mais recomendado do que uma Decision Tree?,"O random forest gera várias árvores de decisão, cada uma com uma particularidade e combina o resultado da classificação de todos eles. 
Fazendo com que o random forest seja um algoritmo mais poderoso que um algoritmo de Decision Tree.",conceito,,
,Quem é mais poderoso o random forest ou uma Decision Tree?,"O random forest gera várias árvores de decisão, cada uma com uma particularidade e combina o resultado da classificação de todos eles. 
Fazendo com que o random forest seja um algoritmo mais poderoso que um algoritmo de Decision Tree.",conceito,,
,Qual o paradigma do random forest?,O Paradigma utilizado no algoritmo random forest é a aprendizagem supervisionada.,paradigma,,
,Quê paradigma é utilizado na implementação do Random Tree,O Paradigma utilizado no algoritmo random forest é a aprendizagem supervisionada.,paradigma,,
,Dos paradigmas existente para aprendizagem de máquina qual deles é aplicado no Random Tree?,O Paradigma utilizado no algoritmo random forest é a aprendizagem supervisionada.,paradigma,,
,Dos paradigmas existente para aprendizagem de máquina qual deles é aplicado na Floresta aleatória?,O Paradigma utilizado no algoritmo random forest é a aprendizagem supervisionada.,paradigma,,
,Qual paradigma é usado na Floresta aleatória?,O Paradigma utilizado no algoritmo random forest é a aprendizagem supervisionada.,paradigma,,
,Como o random forest gera as árvores de sua floresta?,"O random forest quando está criando as árvores ao invés de procurar pela melhor característica ao fazer a partição de nodos, ele busca a
 melhor característica em um subconjunto aleatório das características.
Este processo cria uma grande diversidade, o que geralmente leva a geração de modelos melhores.",funcionamento,,
,Como são criadas as árvores no random forest?,"O random forest quando está criando as árvores ao invés de procurar pela melhor característica ao fazer a partição de nodos, ele busca a
 melhor característica em um subconjunto aleatório das características.
Este processo cria uma grande diversidade, o que geralmente leva a geração de modelos melhores.",funcionamento,,
,"No algoritmo Floresta aleatória, como são criadas as árvores?","O random forest quando está criando as árvores ao invés de procurar pela melhor característica ao fazer a partição de nodos, ele busca a
 melhor característica em um subconjunto aleatório das características.
Este processo cria uma grande diversidade, o que geralmente leva a geração de modelos melhores.",funcionamento,,
,Como é o processo de criação de árvores no random forest?,"O random forest quando está criando as árvores ao invés de procurar pela melhor característica ao fazer a partição de nodos, ele busca a
 melhor característica em um subconjunto aleatório das características.
Este processo cria uma grande diversidade, o que geralmente leva a geração de modelos melhores.",funcionamento,,
,No algoritmo Florestas aleatória como é o processo de criação das árvores da floresta?,"O random forest quando está criando as árvores ao invés de procurar pela melhor característica ao fazer a partição de nodos, ele busca a
 melhor característica em um subconjunto aleatório das características.
Este processo cria uma grande diversidade, o que geralmente leva a geração de modelos melhores.",funcionamento,,
,Como funciona o paradigma utilizado pelo random forest?,"O Paradigma utilizado pelo random forest é o aprendizado supervisionado. O termo supervisionado vem da simulação da presença de uma 
""supervisor externo"", que conhece a saída (rótulo) desejado para cada exemplo. É apresentado um conjunto de dados de exemplo para 
treinamento rotulado. Então é construída uma função que classifica os objetos do conjunto de três em uma das classes já conhecidas. 
a performance é calculada de acordo com o número de objetos do conjunto de teste classificados corretamente. 
Para problemas altamente desbalanceados, no entanto, pode não fornecer informação adequada. ",paradigma,,
,Como funciona a aprendizagem supervisionada utilizada pelo random forest?,"O Paradigma utilizado pelo random forest é o aprendizado supervisionado. O termo supervisionado vem da simulação da presença de uma 
""supervisor externo"", que conhece a saída (rótulo) desejado para cada exemplo. É apresentado um conjunto de dados de exemplo para 
treinamento rotulado. Então é construída uma função que classifica os objetos do conjunto de três em uma das classes já conhecidas. 
a performance é calculada de acordo com o número de objetos do conjunto de teste classificados corretamente. 
Para problemas altamente desbalanceados, no entanto, pode não fornecer informação adequada. ",paradigma,,
,Como funciona a aprendizagem supervisionada?,"O Paradigma utilizado pelo random forest é o aprendizado supervisionado. O termo supervisionado vem da simulação da presença de uma 
""supervisor externo"", que conhece a saída (rótulo) desejado para cada exemplo. É apresentado um conjunto de dados de exemplo para 
treinamento rotulado. Então é construída uma função que classifica os objetos do conjunto de três em uma das classes já conhecidas. 
a performance é calculada de acordo com o número de objetos do conjunto de teste classificados corretamente. 
Para problemas altamente desbalanceados, no entanto, pode não fornecer informação adequada. ",paradigma,,
,Como é o funcionamento do paradigma utilizado pelo algoritmo Floresta aleatória?,"O Paradigma utilizado pelo random forest é o aprendizado supervisionado. O termo supervisionado vem da simulação da presença de uma 
""supervisor externo"", que conhece a saída (rótulo) desejado para cada exemplo. É apresentado um conjunto de dados de exemplo para 
treinamento rotulado. Então é construída uma função que classifica os objetos do conjunto de três em uma das classes já conhecidas. 
a performance é calculada de acordo com o número de objetos do conjunto de teste classificados corretamente. 
Para problemas altamente desbalanceados, no entanto, pode não fornecer informação adequada. ",paradigma,,
,Qual o paradigma do random forest?,"O Paradigma utilizado pelo random forest é o aprendizado supervisionado. O termo supervisionado vem da simulação da presença de uma 
""supervisor externo"", que conhece a saída (rótulo) desejado para cada exemplo. É apresentado um conjunto de dados de exemplo para 
treinamento rotulado. Então é construída uma função que classifica os objetos do conjunto de três em uma das classes já conhecidas. 
a performance é calculada de acordo com o número de objetos do conjunto de teste classificados corretamente. 
Para problemas altamente desbalanceados, no entanto, pode não fornecer informação adequada. ",paradigma,,
,Qual a diferença entre Decision Tree e random forest? ,"Na árvore de decisão as características e rótulos são inseridos na árvore e serão geradas nodos e algumas regras, para gerar essas 
regras de nodos, normalmente são utilizados cálculos de ganho de informação e gini index. 
Já o random forest, embora seja uma coleção de árvores de decisão, faz isso de modo aleatório",conceito,,
,O que difere o random forest de uma Decision Tree?,"Na árvore de decisão as características e rótulos são inseridos na árvore e serão geradas nodos e algumas regras, para gerar essas 
regras de nodos, normalmente são utilizados cálculos de ganho de informação e gini index. 
Já o random forest, embora seja uma coleção de árvores de decisão, faz isso de modo aleatório",conceito,,
,Quais as diferenças entre os algoritmos Decision Tree e random forest?,"Na árvore de decisão as características e rótulos são inseridos na árvore e serão geradas nodos e algumas regras, para gerar essas 
regras de nodos, normalmente são utilizados cálculos de ganho de informação e gini index. 
Já o random forest, embora seja uma coleção de árvores de decisão, faz isso de modo aleatório",conceito,,
,Qual a diferença entre o random forest e uma árvore de decisão comum?,"Na árvore de decisão as características e rótulos são inseridos na árvore e serão geradas nodos e algumas regras, para gerar essas 
regras de nodos, normalmente são utilizados cálculos de ganho de informação e gini index. 
Já o random forest, embora seja uma coleção de árvores de decisão, faz isso de modo aleatório",conceito,,
,Quais as características do Random Tree que o diferem de uma árvore de decisão comum?,"Na árvore de decisão as características e rótulos são inseridos na árvore e serão geradas nodos e algumas regras, para gerar essas 
regras de nodos, normalmente são utilizados cálculos de ganho de informação e gini index. 
Já o random forest, embora seja uma coleção de árvores de decisão, faz isso de modo aleatório",conceito,,
,,,,,
,O que é o algoritmo random forest?,"O random forest é um algoritmo de aprendizagem de de máquina, que utiliza o paradigma de aprendizagem Supervisionada. 
Também pode ser visto como uma forma de preditor do vizinho mais próximo. Ele faz uma combinação de árvores de decisão as quais são 
geradas para serem utilizadas na classificação de novas Classes. O random forest apresenta excelentes características de precisão, 
generalização para outras amostras que não aquelas em que o classificador foi treinado e capacidade de bom desempenho em pequenas amostras.
O erro de generalização para as florestas converge a um limite quando o número de árvores na floresta se torna grande. 
O erro de generalização de uma floresta depende da característica das árvores individuais na floresta e a correlação entre elas ",conceito,,
,Definição de random forest,"O random forest é um algoritmo de aprendizagem de de máquina, que utiliza o paradigma de aprendizagem Supervisionada. 
Também pode ser visto como uma forma de preditor do vizinho mais próximo. Ele faz uma combinação de árvores de decisão as quais são 
geradas para serem utilizadas na classificação de novas Classes. O random forest apresenta excelentes características de precisão, 
generalização para outras amostras que não aquelas em que o classificador foi treinado e capacidade de bom desempenho em pequenas amostras.
O erro de generalização para as florestas converge a um limite quando o número de árvores na floresta se torna grande. 
O erro de generalização de uma floresta depende da característica das árvores individuais na floresta e a correlação entre elas ",conceito,,
,random forest como funciona?,"O random forest é um algoritmo de aprendizagem de de máquina, que utiliza o paradigma de aprendizagem Supervisionada. 
Também pode ser visto como uma forma de preditor do vizinho mais próximo. Ele faz uma combinação de árvores de decisão as quais são 
geradas para serem utilizadas na classificação de novas Classes. O random forest apresenta excelentes características de precisão, 
generalização para outras amostras que não aquelas em que o classificador foi treinado e capacidade de bom desempenho em pequenas amostras.
O erro de generalização para as florestas converge a um limite quando o número de árvores na floresta se torna grande. 
O erro de generalização de uma floresta depende da característica das árvores individuais na floresta e a correlação entre elas ",conceito,,
,Como funciona o algoritmo random forest?,"O random forest é um algoritmo de aprendizagem de de máquina, que utiliza o paradigma de aprendizagem Supervisionada. 
Também pode ser visto como uma forma de preditor do vizinho mais próximo. Ele faz uma combinação de árvores de decisão as quais são 
geradas para serem utilizadas na classificação de novas Classes. O random forest apresenta excelentes características de precisão, 
generalização para outras amostras que não aquelas em que o classificador foi treinado e capacidade de bom desempenho em pequenas amostras.
O erro de generalização para as florestas converge a um limite quando o número de árvores na floresta se torna grande. 
O erro de generalização de uma floresta depende da característica das árvores individuais na floresta e a correlação entre elas ",conceito,,
,Como é a implementação do random forest?,"O random forest é um algoritmo de aprendizagem de de máquina, que utiliza o paradigma de aprendizagem Supervisionada. 
Também pode ser visto como uma forma de preditor do vizinho mais próximo. Ele faz uma combinação de árvores de decisão as quais são 
geradas para serem utilizadas na classificação de novas Classes. O random forest apresenta excelentes características de precisão, 
generalização para outras amostras que não aquelas em que o classificador foi treinado e capacidade de bom desempenho em pequenas amostras.
O erro de generalização para as florestas converge a um limite quando o número de árvores na floresta se torna grande. 
O erro de generalização de uma floresta depende da característica das árvores individuais na floresta e a correlação entre elas ",conceito,,
,Quais parâmetros podem ser alterados para que o random forest tenha uma boa performance?,"- max_features: Determina o número máximo de características utilizadas pelo Random-Forest na montagem de uma árvore individual. 

- n_estimators: Determina o número de árvores que se deseja construir em uma floresta. Quanto maior o número de árvores, 
melhor o desempenho, pois tornam as previsões mais estáveis, mas torna o seu código mais lento;

- min_sample_leaf: O número mínimo de amostras necessárias para estar em um nó folha. 
Um número mínimo de amostras menor torna o modelo mais propenso a capturar ruído nos dados de treinamento; 

- random_state: a semente usada pelo gerador de números aleatórios. 
Um valor definido de random_state sempre produzirá os mesmos resultados, se for dado com os mesmos parâmetros e dados de treinamento.",parametro,,
,Para ter uma boa performance quais parâmetros devem ser alterados?,"- max_features: Determina o número máximo de características utilizadas pelo Random-Forest na montagem de uma árvore individual. 

- n_estimators: Determina o número de árvores que se deseja construir em uma floresta. Quanto maior o número de árvores, 
melhor o desempenho, pois tornam as previsões mais estáveis, mas torna o seu código mais lento;

- min_sample_leaf: O número mínimo de amostras necessárias para estar em um nó folha. 
Um número mínimo de amostras menor torna o modelo mais propenso a capturar ruído nos dados de treinamento; 

- random_state: a semente usada pelo gerador de números aleatórios. 
Um valor definido de random_state sempre produzirá os mesmos resultados, se for dado com os mesmos parâmetros e dados de treinamento.",parametro,,
,Para melhorar a performance do algoritmo quais parâmetros devem ser modificados?,"- max_features: Determina o número máximo de características utilizadas pelo Random-Forest na montagem de uma árvore individual. 

- n_estimators: Determina o número de árvores que se deseja construir em uma floresta. Quanto maior o número de árvores, 
melhor o desempenho, pois tornam as previsões mais estáveis, mas torna o seu código mais lento;

- min_sample_leaf: O número mínimo de amostras necessárias para estar em um nó folha. 
Um número mínimo de amostras menor torna o modelo mais propenso a capturar ruído nos dados de treinamento; 

- random_state: a semente usada pelo gerador de números aleatórios. 
Um valor definido de random_state sempre produzirá os mesmos resultados, se for dado com os mesmos parâmetros e dados de treinamento.",parametro,,
,Quais parâmetros devem ser ajustados para que o algoritmo random forest tenha uma melhor performance?,"- max_features: Determina o número máximo de características utilizadas pelo Random-Forest na montagem de uma árvore individual. 

- n_estimators: Determina o número de árvores que se deseja construir em uma floresta. Quanto maior o número de árvores, 
melhor o desempenho, pois tornam as previsões mais estáveis, mas torna o seu código mais lento;

- min_sample_leaf: O número mínimo de amostras necessárias para estar em um nó folha. 
Um número mínimo de amostras menor torna o modelo mais propenso a capturar ruído nos dados de treinamento; 

- random_state: a semente usada pelo gerador de números aleatórios. 
Um valor definido de random_state sempre produzirá os mesmos resultados, se for dado com os mesmos parâmetros e dados de treinamento.",parametro,,
,Quais parâmetros impactam na performance do random forest?,"- max_features: Determina o número máximo de características utilizadas pelo Random-Forest na montagem de uma árvore individual. 

- n_estimators: Determina o número de árvores que se deseja construir em uma floresta. Quanto maior o número de árvores, 
melhor o desempenho, pois tornam as previsões mais estáveis, mas torna o seu código mais lento;

- min_sample_leaf: O número mínimo de amostras necessárias para estar em um nó folha. 
Um número mínimo de amostras menor torna o modelo mais propenso a capturar ruído nos dados de treinamento; 

- random_state: a semente usada pelo gerador de números aleatórios. 
Um valor definido de random_state sempre produzirá os mesmos resultados, se for dado com os mesmos parâmetros e dados de treinamento.",parametro,,
,Qual a vantagem do random forest com relação ao bagging?,"O random forest nao faz a simplesmente a média das árvores, o processo de construção de uma floresta faz um ""bagging"" de variável do modelo,
 o que ajuda a diminuir a correlação entre as árvores.",conceito,,
,Por que é melhor utilizar o random forest ao bagging?,"O random forest nao faz a simplesmente a média das árvores, o processo de construção de uma floresta faz um ""bagging"" de variável do modelo,
 o que ajuda a diminuir a correlação entre as árvores.",conceito,,
,Qual a diferença entre o random forest e o bagging?,"O random forest nao faz a simplesmente a média das árvores, o processo de construção de uma floresta faz um ""bagging"" de variável do modelo,
 o que ajuda a diminuir a correlação entre as árvores.",conceito,,
,Qual a ligação entre o bagging e o random forest?,"O random forest nao faz a simplesmente a média das árvores, o processo de construção de uma floresta faz um ""bagging"" de variável do modelo,
 o que ajuda a diminuir a correlação entre as árvores.",conceito,,
